Order - Number,Date - Order Date,Market - Store Name,Market - Market Order URL,Market - Markeplace Name,Amount - Shipping Cost,Amount - Order Shipping,Amount - Paid by Customer,Amount - Order Subtotal,Amount - Order Tax,Amount - Order Total,Count - Number of Items,Custom - Field 1
4067981900,5/25/2026 7:58:54 PM,Woodmark Custom,,Etsy,7.99,8.51,50.35,38.55,3.29,50.35,1,
4068026658,5/25/2026 8:52:17 PM,Woodmark Custom,,Etsy,11.67,11.67,55.75,40.44,3.64,55.75,1,
4068042310,5/25/2026 9:12:02 PM, Velvet Whiskey Design,,Etsy,7.26,9.47,85.00,69.60,5.93,85.00,1,
4068065138,5/25/2026 9:42:21 PM, Velvet Whiskey Design,,Etsy,6.98,6.98,20.03,11.60,1.45,20.03,1,
4073432297,5/25/2026 9:38:57 PM,Lumina Custom Design,,Etsy,6.36,6.36,17.34,10.26,0.72,17.34,1,
4068091694,5/25/2026 10:19:52 PM,Devran Custom Design,,Etsy,6.25,6.25,26.10,17.92,1.93,26.10,1,
4068094556,5/25/2026 10:24:35 PM, Velvet Whiskey Design,,Etsy,6.98,7.26,35.30,25.89,2.15,35.30,1,
4068114664,5/25/2026 10:57:56 PM,Woodmark Custom,,Etsy,5.40,6.98,26.72,17.99,1.75,26.72,1,
4068100476,5/25/2026 10:33:57 PM,Woodmark Custom,,Etsy,7.73,7.73,68.05,56.90,3.42,68.05,1,
4073504883,5/26/2026 12:09:01 AM,Etched Elegance Shop,,Etsy,6.61,6.82,62.29,49.94,5.53,62.29,2,
4068167068,5/26/2026 1:04:20 AM,Etched Elegance Shop,,Etsy,6.07,7.80,33.29,23.52,1.97,33.29,1,
4068273070,5/26/2026 6:29:14 AM,Etched Elegance Shop,,Etsy,8.12,8.13,33.29,65.76,2.10,75.99,2,
4056846489,5/26/2026 6:43:57 AM,Devran Custom Design,,Etsy,18.48,18.48,36.94,43.95,0.00,62.43,1,
4068316794,5/26/2026 7:53:59 AM,YemlihaDesign,,Etsy,6.98,7.26,33.88,23.47,3.15,33.88,1,
4068283954,5/26/2026 6:53:28 AM,Lumina Custom Design,,Etsy,8.06,8.06,31.07,20.51,2.50,31.07,1,
4073621811,5/26/2026 7:13:10 AM,Woodmark Custom,,Etsy,6.37,7.42,31.33,22.50,1.41,31.33,1,
4073672025,5/26/2026 8:46:36 AM,Woodmark Custom,,Etsy,6.25,6.98,36.75,27.45,2.32,36.75,1,
4073703253,5/26/2026 9:31:18 AM,YemlihaDesign,,Etsy,7.69,9.95,35.06,23.47,1.64,35.06,1,
4073705261,5/26/2026 9:33:56 AM,Lumina Custom Design,,Etsy,6.24,6.24,16.12,9.88,0.00,16.12,1,
4068400466,5/26/2026 9:45:59 AM,Lumina Custom Design,,Etsy,9.98,9.98,31.82,20.52,1.32,31.82,2,
4073719233,5/26/2026 9:52:10 AM,Devran Custom Design,,Etsy,5.28,5.28,17.93,11.40,1.25,17.93,1,
4073653849,5/26/2026 8:16:00 AM,Custom Gift by FTM,,Etsy,6.36,6.37,17.26,10.00,0.89,17.26,1,
4068357268,5/26/2026 8:52:04 AM, Velvet Whiskey Design,,Etsy,10.65,11.82,99.53,81.20,6.51,99.53,7,
4068451168,5/26/2026 10:43:18 AM,Devran Custom Design,,Etsy,6.25,6.25,25.92,17.92,1.75,25.92,1,
4073776717,5/26/2026 11:04:10 AM,Devran Custom Design,,Etsy,5.48,5.48,21.05,14.03,1.54,21.05,1,
4068479422,5/26/2026 11:15:07 AM,Etched Elegance Shop,,Etsy,11.56,19.55,116.09,89.60,6.94,116.09,1,
4073786361,5/26/2026 11:16:27 AM, Velvet Whiskey Design,,Etsy,8.13,8.61,36.48,25.60,2.27,36.48,1,
4073779121,5/26/2026 11:07:18 AM,Marbella Custom Gifts,,Etsy,7.26,8.06,30.55,20.00,2.49,30.55,1,
4068481844,5/26/2026 11:17:45 AM, Velvet Whiskey Design,,Etsy,7.02,7.04,28.65,19.80,1.81,28.65,1,
4073843059,5/26/2026 12:22:45 PM,YemlihaDesign,,Etsy,7.42,8.61,34.93,23.47,2.85,34.93,1,
4068541624,5/26/2026 12:22:59 PM, Velvet Whiskey Design,,Etsy,7.42,7.42,19.72,11.60,0.70,19.72,1,
4068567858,5/26/2026 12:50:35 PM,Woodmark Custom,,Etsy,8.61,8.61,51.75,40.44,2.70,51.75,1,
4068577592,5/26/2026 1:00:55 PM,Custom Gift by FTM,,Etsy,5.40,0.00,25.79,24.22,1.57,25.79,1,
4073951041,5/26/2026 2:24:56 PM,YemlihaDesign,,Etsy,6.37,6.37,32.68,23.82,2.49,32.68,1,
4073899041,5/26/2026 1:26:54 PM,Etched Elegance Shop,,Etsy,6.52,7.69,35.01,25.53,1.79,35.01,1,
4073942541,5/26/2026 2:15:31 PM,Devran Custom Design,,Etsy,12.22,20.11,281.83,240.84,20.88,281.83,12,
4068581258,5/26/2026 1:05:01 PM,Devran Custom Design,,Etsy,5.83,5.83,26.24,18.75,1.66,26.24,1,
4068651104,5/26/2026 2:18:17 PM, Velvet Whiskey Design,,Etsy,6.67,6.67,34.85,25.60,2.58,34.85,2,
4073922383,5/26/2026 1:53:10 PM,Woodmark Custom,,Etsy,7.26,7.26,66.64,55.61,3.77,66.64,1,
4068705576,5/26/2026 3:14:41 PM,CuteArtCustomDesign,,Etsy,6.91,16.49,124.58,97.56,10.53,124.58,4,
4068691132,5/26/2026 2:59:21 PM,Devran Custom Design,,Etsy,17.98,36.57,52.86,16.29,0.00,52.86,1,
4068746832,5/26/2026 3:59:47 PM,YemlihaDesign,,Etsy,6.37,6.37,30.28,22.50,1.41,30.28,1,
4074031545,5/26/2026 3:56:08 PM,Etched Elegance Shop,,Etsy,6.66,7.26,52.00,41.80,2.94,52.00,2,
4074044069,5/26/2026 4:11:19 PM,Woodmark Custom,,Etsy,7.90,8.61,50.46,38.55,3.30,50.46,1,
4068794898,5/26/2026 4:56:58 PM,Custom Gift by FTM,,Etsy,5.97,0.00,26.10,24.22,1.88,26.10,1,
4068793632,5/26/2026 4:55:28 PM,YemlihaDesign,,Etsy,6.98,7.26,33.03,23.47,2.30,33.03,1,
4074072091,5/26/2026 4:47:31 PM,Devran Custom Design,,Etsy,7.02,7.22,24.37,15.56,1.59,24.37,1,
4068785254,5/26/2026 4:44:58 PM, Velvet Whiskey Design,,Etsy,11.82,12.22,126.24,104.40,9.62,126.24,9,
4068899410,5/26/2026 7:12:14 PM,Etched Elegance Shop,,Etsy,27.65,36.57,96.64,53.76,6.31,96.64,3,
4074098745,5/26/2026 5:25:44 PM,Etched Elegance Shop,,Etsy,7.26,8.61,32.78,21.67,2.50,32.78,1,
4074192653,5/26/2026 7:50:13 PM,Etched Elegance Shop,,Etsy,6.37,8.13,33.76,23.06,2.57,33.76,1,
4068927154,5/26/2026 7:46:05 PM,YemlihaDesign,,Etsy,6.98,7.26,32.88,23.47,2.15,32.88,1,
4068896170,5/26/2026 7:08:19 PM,Woodmark Custom,,Etsy,7.13,8.40,33.65,22.50,2.75,33.65,1,
4068883776,5/26/2026 6:52:44 PM,Devran Custom Design,,Etsy,5.89,5.89,50.06,40.14,4.03,50.06,2,
4068889294,5/26/2026 6:59:32 PM,Devran Custom Design,,Etsy,8.61,8.61,51.91,39.29,4.01,51.91,2,
4074124229,5/26/2026 6:03:40 PM,Devran Custom Design,,Etsy,10.69,10.69,79.08,62.97,5.42,79.08,1,
4068837166,5/26/2026 5:52:29 PM,Lumina Custom Design,,Etsy,11.67,11.67,44.20,29.64,2.89,44.20,3,
4074174891,5/26/2026 7:23:41 PM,Custom Gift by FTM,,Etsy,6.24,0.00,53.43,48.44,4.99,53.43,2,
4074182047,5/26/2026 7:34:13 PM,Custom Gift by FTM,,Etsy,5.48,0.00,26.22,24.22,2.00,26.22,1,
4068834372,5/26/2026 5:48:58 PM, Velvet Whiskey Design,,Etsy,15.01,12.22,151.79,128.00,11.57,151.79,1,
4074156521,5/26/2026 6:54:34 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,25.07,17.20,1.50,25.07,1,
4068912196,5/26/2026 7:28:11 PM, Velvet Whiskey Design,,Etsy,6.00,6.00,22.47,15.20,1.27,22.47,1,
4068840378,5/26/2026 5:56:35 PM, Velvet Whiskey Design,,Etsy,7.26,7.45,58.02,46.40,4.17,58.02,1,
4068863040,5/26/2026 6:26:45 PM, Velvet Whiskey Design,,Etsy,10.43,12.22,128.22,116.00,0.00,128.22,1,
4068948922,5/26/2026 8:11:45 PM,Custom Gift by FTM,,Etsy,6.36,0.00,77.46,72.65,4.81,77.46,1,
4068936074,5/26/2026 7:56:48 PM,SenaCustomStore,,Etsy,7.90,8.06,25.41,52.79,2.00,62.85,2,
4068977208,5/26/2026 8:44:36 PM,Custom Gift by FTM,,Etsy,6.66,0.00,26.13,24.19,1.94,26.13,1,
4068972916,5/26/2026 8:39:20 PM,YemlihaDesign,,Etsy,9.76,9.76,132.04,112.50,9.78,132.04,1,
4074245905,5/26/2026 9:12:53 PM,YemlihaDesign,,Etsy,7.42,8.61,40.03,28.37,3.05,40.03,1,
4074246779,5/26/2026 9:14:13 PM,YemlihaDesign,,Etsy,8.13,11.68,122.49,104.42,6.39,122.49,1,
4068944560,5/26/2026 8:06:35 PM,Devran Custom Design,,Etsy,7.90,8.13,192.14,168.75,15.26,192.14,9,
4074220737,5/26/2026 8:34:32 PM,Etched Elegance Shop,,Etsy,12.49,19.12,195.18,159.44,16.34,194.90,8,
4069012196,5/26/2026 9:29:38 PM,Devran Custom Design,,Etsy,5.83,5.83,37.00,28.75,2.42,37.00,1,
4069015294,5/26/2026 9:33:27 PM,Devran Custom Design,,Etsy,8.61,9.06,80.27,65.96,5.25,80.27,1,
4074224473,5/26/2026 8:40:28 PM,Marbella Custom Gifts,,Etsy,7.42,8.06,30.45,20.00,2.39,30.45,1,
4069000600,5/26/2026 9:14:18 PM,Woodmark Custom,,Etsy,5.97,8.13,27.92,17.99,1.80,27.92,1,
4068945944,5/26/2026 8:08:12 PM,Marbella Custom Gifts,,Etsy,5.83,5.83,32.98,24.22,2.93,32.98,1,
4068988798,5/26/2026 8:59:17 PM,Woodmark Custom,,Etsy,6.37,7.42,37.75,27.45,2.88,37.75,1,
4074224515,5/26/2026 8:40:36 PM, Velvet Whiskey Design,,Etsy,54.62,67.24,136.84,69.60,0.00,136.84,1,
4068947610,5/26/2026 8:10:10 PM,Lumina Custom Design,,Etsy,8.61,19.52,176.61,-59.72,8.89,-31.31,7,
4074215485,5/26/2026 8:26:22 PM, Velvet Whiskey Design,,Etsy,8.13,8.13,20.69,11.60,0.96,20.69,1,
4074258367,5/26/2026 9:32:54 PM, Velvet Whiskey Design,,Etsy,9.54,9.54,28.10,16.80,1.76,28.10,1,
4069049790,5/26/2026 10:21:03 PM,Woodmark Custom,,Etsy,7.99,8.51,46.19,34.97,2.71,46.19,1,
4069094774,5/26/2026 11:40:37 PM, Velvet Whiskey Design,,Etsy,8.61,10.43,74.50,58.00,6.07,74.50,5,
4074284385,5/26/2026 10:19:26 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,23.35,15.20,1.78,23.35,1,
4074283435,5/26/2026 10:17:32 PM,Custom Gift by FTM,,Etsy,8.74,9.35,72.35,57.54,5.18,72.07,1,
4069100238,5/26/2026 11:52:55 PM,Devran Custom Design,,Etsy,6.24,6.24,42.28,34.00,2.04,42.28,2,
4074309365,5/26/2026 11:12:57 PM,Devran Custom Design,,Etsy,6.37,6.37,24.16,15.97,1.82,24.16,1,
4074325593,5/26/2026 11:56:09 PM,Devran Custom Design,,Etsy,6.24,6.24,24.87,17.29,1.34,24.87,1,
4069139002,5/27/2026 1:40:08 AM, Velvet Whiskey Design,,Etsy,13.79,17.86,106.98,81.20,7.92,106.98,1,
4074350131,5/27/2026 1:23:16 AM,Devran Custom Design,,Etsy,5.97,5.97,41.43,32.30,3.16,41.43,1,
4068947610,5/26/2026 8:10:10 PM,Lumina Custom Design,,Etsy,8.61,0.00,176.61,207.92,0.00,207.92,8,
4069182328,5/27/2026 3:57:13 AM,Devran Custom Design,,Etsy,6.37,6.37,23.57,15.74,1.46,23.57,1,
4069226202,5/27/2026 5:59:30 AM,Custom Gift by FTM,,Etsy,7.99,0.00,30.30,28.32,1.98,30.30,1,
4074483115,5/27/2026 8:07:15 AM,Etched Elegance Shop,,Etsy,5.89,7.42,27.56,17.92,2.22,27.56,1,
4069261690,5/27/2026 7:11:17 AM,Devran Custom Design,,Etsy,7.73,9.47,85.15,70.11,5.57,85.15,5,
4069276336,5/27/2026 7:36:23 AM, Velvet Whiskey Design,,Etsy,8.13,8.13,25.19,15.14,1.92,25.19,1,
4069387818,5/27/2026 9:58:21 AM,YemlihaDesign,,Etsy,7.42,8.61,34.93,23.47,2.85,34.93,1,
4074488135,5/27/2026 8:15:31 AM,Etched Elegance Shop,,Etsy,7.26,8.61,39.98,28.89,2.48,39.98,1,
4069411686,5/27/2026 10:24:58 AM,Marbella Custom Gifts,,Etsy,5.89,5.89,22.98,15.39,1.70,22.98,1,
4069410682,5/27/2026 10:23:59 AM, Velvet Whiskey Design,,Etsy,8.61,9.06,60.04,46.40,4.58,60.04,1,
4074497541,5/27/2026 8:30:25 AM,Devran Custom Design,,Etsy,5.73,5.73,31.69,23.75,2.21,31.69,1,
4074556733,5/27/2026 9:51:20 AM, Velvet Whiskey Design,,Etsy,6.25,7.22,31.53,22.52,1.79,31.53,2,
4074552043,5/27/2026 9:45:19 AM,Woodmark Custom,,Etsy,10.69,10.69,69.69,55.61,3.39,69.69,1,
4069408500,5/27/2026 10:21:38 AM,Woodmark Custom,,Etsy,6.17,6.65,36.30,27.45,2.20,36.30,1,
4074545535,5/27/2026 9:37:06 AM,Woodmark Custom,,Etsy,11.67,11.67,55.04,40.44,2.93,55.04,1,
4074528087,5/27/2026 9:14:28 AM,Woodmark Custom,,Etsy,11.67,11.67,40.17,26.45,2.05,40.17,1,
4069473982,5/27/2026 11:31:18 AM,YemlihaDesign,,Etsy,8.61,8.61,51.71,39.72,3.38,51.71,2,
4074602481,5/27/2026 10:48:15 AM,YemlihaDesign,,Etsy,7.46,8.51,33.90,23.47,1.92,33.90,1,
4069443314,5/27/2026 10:58:28 AM,CuteArtCustomDesign,,Etsy,6.66,5.99,32.76,24.70,2.07,32.76,1,
4069461896,5/27/2026 11:18:43 AM,Etched Elegance Shop,,Etsy,8.15,8.51,34.34,23.89,1.94,34.34,1,
4074606953,5/27/2026 10:53:33 AM,Etched Elegance Shop,,Etsy,8.76,11.67,49.66,35.84,2.15,49.66,2,
4074635061,5/27/2026 11:27:28 AM,Etched Elegance Shop,,Etsy,8.76,11.67,38.69,23.89,3.13,38.69,1,
4074630529,5/27/2026 11:21:54 AM,Etched Elegance Shop,,Etsy,11.56,21.62,137.47,107.52,8.33,137.47,1,
4069479180,5/27/2026 11:36:58 AM,Marbella Custom Gifts,,Etsy,7.02,7.26,25.48,16.55,1.67,25.48,1,
4074648673,5/27/2026 11:44:08 AM,Etched Elegance Shop,,Etsy,6.37,8.13,33.92,23.06,2.73,33.92,1,
4069520898,5/27/2026 12:21:24 PM,Devran Custom Design,,Etsy,5.17,5.17,23.94,17.00,1.77,23.94,1,
4069537784,5/27/2026 12:38:58 PM,Etched Elegance Shop,,Etsy,6.17,6.65,33.91,24.97,2.29,33.91,1,
4074658595,5/27/2026 11:56:08 AM, Velvet Whiskey Design,,Etsy,10.01,11.67,44.58,30.40,2.51,44.58,2,
4074650911,5/27/2026 11:46:52 AM, Velvet Whiskey Design,,Etsy,9.76,12.22,101.13,81.20,7.71,101.13,1,
4069648570,5/27/2026 2:31:52 PM,Woodmark Custom,,Etsy,6.25,6.98,32.68,23.85,1.85,32.68,1,
4069552570,5/27/2026 12:54:05 PM,Woodmark Custom,,Etsy,6.25,6.98,31.25,22.50,1.77,31.25,1,
4069565754,5/27/2026 1:08:11 PM,Woodmark Custom,,Etsy,5.97,8.13,23.20,13.99,1.08,23.20,1,
4074739643,5/27/2026 1:32:46 PM,Custom Gift by FTM,,Etsy,6.58,0.00,62.79,58.41,4.38,62.79,3,
4074698525,5/27/2026 12:45:37 PM,Custom Gift by FTM,,Etsy,8.49,0.00,47.45,44.35,3.10,47.45,1,
4074801309,5/27/2026 2:42:15 PM,Etched Elegance Shop,,Etsy,14.94,17.12,202.40,174.79,10.49,202.40,7,
4074751781,5/27/2026 1:46:24 PM,Devran Custom Design,,Etsy,6.25,6.25,23.97,15.74,1.98,23.97,1,
4069667102,5/27/2026 2:50:18 PM,Devran Custom Design,,Etsy,5.28,5.28,18.31,11.40,1.63,18.31,1,
4069620646,5/27/2026 2:05:27 PM,Devran Custom Design,,Etsy,5.72,5.72,23.34,16.15,1.47,23.34,1,
4069615228,5/27/2026 1:59:58 PM,Devran Custom Design,,Etsy,5.28,5.28,22.29,16.15,0.86,22.29,1,
4069647432,5/27/2026 2:30:46 PM,Devran Custom Design,,Etsy,9.69,9.69,25.67,14.78,1.20,25.67,1,
4069546516,5/27/2026 12:47:54 PM,Marbella Custom Gifts,,Etsy,6.36,6.36,32.28,24.22,1.70,32.28,1,
4074784199,5/27/2026 2:23:27 PM, Velvet Whiskey Design,,Etsy,6.80,6.80,24.98,16.60,1.58,24.98,1,
4069672394,5/27/2026 2:55:33 PM, Velvet Whiskey Design,,Etsy,6.98,7.26,35.14,25.89,1.99,35.14,1,
4074897301,5/27/2026 4:36:02 PM,Devran Custom Design,,Etsy,5.97,5.97,29.13,20.90,2.26,29.13,1,
4069781780,5/27/2026 4:54:24 PM,Woodmark Custom,,Etsy,6.37,7.42,37.75,27.45,2.88,37.75,1,
4074828427,5/27/2026 3:12:23 PM,Woodmark Custom,,Etsy,7.26,7.26,66.21,55.61,3.34,66.21,1,
4069750902,5/27/2026 4:18:22 PM,Woodmark Custom,,Etsy,6.82,6.82,66.96,55.61,4.53,66.96,1,
4069735938,5/27/2026 4:01:38 PM, Velvet Whiskey Design,,Etsy,12.22,12.22,139.07,116.00,10.85,139.07,1,
4074912223,5/27/2026 4:56:47 PM,YemlihaDesign,,Etsy,7.26,7.26,57.64,46.94,3.44,57.64,2,
4074923165,5/27/2026 5:13:09 PM,YemlihaDesign,,Etsy,20.64,24.16,250.98,211.23,15.59,250.98,9,
4043014252,5/27/2026 5:34:24 PM,Woodmark Custom,,Etsy,7.07,7.31,63.75,149.75,4.03,161.09,1,
4065532399,5/27/2026 5:37:56 PM,Woodmark Custom,,Etsy,5.40,6.98,26.05,35.98,1.08,44.04,1,
4074985917,5/27/2026 6:51:39 PM,Custom Gift by FTM,,Etsy,5.48,0.00,25.73,24.22,1.51,25.73,1,
4069906860,5/27/2026 7:34:05 PM,Devran Custom Design,,Etsy,7.26,7.26,41.08,31.49,2.33,41.08,1,
4075023791,5/27/2026 7:49:45 PM,Devran Custom Design,,Etsy,5.17,5.17,22.60,16.15,1.28,22.60,1,
4074984987,5/27/2026 6:50:10 PM,Etched Elegance Shop,,Etsy,7.26,8.61,33.01,21.67,2.73,33.01,1,
4069890846,5/27/2026 7:13:45 PM,Woodmark Custom,,Etsy,0.00,0.00,7.63,7.20,0.43,7.63,1,
4069879402,5/27/2026 6:58:53 PM,Woodmark Custom,,Etsy,9.06,9.06,69.52,56.90,3.56,69.52,1,
4069890610,5/27/2026 7:13:24 PM,Woodmark Custom,,Etsy,6.37,7.42,36.97,27.45,2.10,36.97,1,
4075037329,5/27/2026 8:09:40 PM,Woodmark Custom,,Etsy,9.56,9.56,60.12,47.70,2.86,60.12,2,
4075020275,5/27/2026 7:44:39 PM,Woodmark Custom,,Etsy,8.61,7.42,34.05,119.25,2.78,129.45,3,
4074960997,5/27/2026 6:12:01 PM,YemlihaDesign,,Etsy,19.17,45.01,476.31,-97.89,39.46,-13.42,1,
4075004401,5/27/2026 7:20:26 PM, Velvet Whiskey Design,,Etsy,8.16,8.61,41.74,30.40,2.73,41.74,2,
4069938728,5/27/2026 8:14:11 PM, Velvet Whiskey Design,,Etsy,6.72,6.72,27.07,19.20,1.15,27.07,1,
4069912840,5/27/2026 7:41:52 PM, Velvet Whiskey Design,,Etsy,7.26,7.42,20.68,11.60,1.66,20.68,1,
4075097321,5/27/2026 9:43:07 PM,Custom Gift by FTM,,Etsy,5.48,0.00,25.73,24.22,1.51,25.73,1,
4069957600,5/27/2026 8:38:06 PM,Woodmark Custom,,Etsy,6.37,7.42,34.40,23.85,3.13,34.40,1,
4075124337,5/27/2026 10:30:20 PM,Woodmark Custom,,Etsy,6.17,6.65,32.41,23.85,1.91,32.41,1,
4069986004,5/27/2026 9:12:52 PM,Marbella Custom Gifts,,Etsy,10.43,10.43,130.27,108.00,11.84,130.27,1,
4075103381,5/27/2026 9:52:34 PM,Lumina Custom Design,,Etsy,11.67,11.67,55.89,41.04,3.18,55.89,4,
4075105097,5/27/2026 9:55:27 PM,Lumina Custom Design,,Etsy,6.24,6.24,17.16,9.88,1.04,17.16,1,
4070011838,5/27/2026 9:47:17 PM,YemlihaDesign,,Etsy,7.42,8.61,34.73,23.47,2.65,34.73,1,
4069981092,5/27/2026 9:06:54 PM,YemlihaDesign,,Etsy,5.83,5.83,21.13,14.10,1.20,21.13,1,
4075082575,5/27/2026 9:19:30 PM,Devran Custom Design,,Etsy,7.77,14.52,200.79,169.67,16.60,200.79,9,
4075083269,5/27/2026 9:20:34 PM,Devran Custom Design,,Etsy,15.77,24.69,62.19,37.50,0.00,62.19,2,
4075099565,5/27/2026 9:46:41 PM,Devran Custom Design,,Etsy,5.97,5.97,18.25,11.40,0.88,18.25,1,
4070023558,5/27/2026 10:04:44 PM, Velvet Whiskey Design,,Etsy,14.94,15.05,124.82,103.55,6.22,124.82,1,
4075162037,5/28/2026 12:04:11 AM,Woodmark Custom,,Etsy,5.97,8.13,28.84,17.99,2.72,28.84,1,
4070103072,5/28/2026 12:37:15 AM, Velvet Whiskey Design,,Etsy,17.86,17.86,117.85,92.80,7.19,117.85,8,
4070138112,5/28/2026 2:16:42 AM,SenaCustomStore,,Etsy,5.97,6.24,18.91,11.76,0.91,18.91,1,
4075192211,5/28/2026 1:48:10 AM,Woodmark Custom,,Etsy,5.97,8.13,27.51,17.99,1.39,27.51,1,
4070120616,5/28/2026 1:25:09 AM,Devran Custom Design,,Etsy,7.90,8.06,39.94,28.33,3.55,39.94,1,
4070295630,5/28/2026 8:20:00 AM,Marbella Custom Gifts,,Etsy,6.24,6.24,33.69,24.22,3.23,33.69,1,
4075321335,5/28/2026 7:59:35 AM,Marbella Custom Gifts,,Etsy,5.89,5.89,27.47,19.34,2.24,27.47,1,
4070294570,5/28/2026 8:18:34 AM,Marbella Custom Gifts,,Etsy,6.24,6.24,33.69,24.22,3.23,33.69,1,
4070317672,5/28/2026 8:47:31 AM,Devran Custom Design,,Etsy,6.44,6.44,32.57,23.75,2.10,32.29,1,
4075304567,5/28/2026 7:30:30 AM,Devran Custom Design,,Etsy,5.62,6.58,19.29,10.99,1.44,19.01,1,
4070271802,5/28/2026 7:47:51 AM,Devran Custom Design,,Etsy,5.48,5.48,22.60,16.15,0.97,22.60,1,
4070254768,5/28/2026 7:20:35 AM, Velvet Whiskey Design,,Etsy,11.67,11.67,49.47,34.80,3.00,49.47,1,
4075302653,5/28/2026 7:27:13 AM, Velvet Whiskey Design,,Etsy,6.37,6.37,23.00,15.20,1.43,23.00,1,
4070336336,5/28/2026 9:10:00 AM,CuteArtCustomDesign,,Etsy,8.16,9.49,62.00,49.00,3.51,62.00,2,
4070243252,5/28/2026 6:59:51 AM,Etched Elegance Shop,,Etsy,6.58,10.15,41.80,28.46,3.19,41.80,1,
4075421805,5/28/2026 10:14:51 AM,Devran Custom Design,,Etsy,6.25,6.25,31.47,22.62,2.60,31.47,2,
4075426827,5/28/2026 10:20:53 AM,Lumina Custom Design,,Etsy,23.47,24.69,47.91,20.51,2.71,47.91,1,
4075443673,5/28/2026 10:41:53 AM,YemlihaDesign,,Etsy,6.98,9.56,35.01,23.47,1.98,35.01,1,
4070419786,5/28/2026 10:41:33 AM,YemlihaDesign,,Etsy,6.37,6.37,20.20,13.05,0.78,20.20,1,
4075484293,5/28/2026 11:31:19 AM,Devran Custom Design,,Etsy,5.83,5.83,23.63,16.15,1.65,23.63,1,
4075464359,5/28/2026 11:06:47 AM,Devran Custom Design,,Etsy,5.40,5.40,28.14,20.90,1.84,28.14,1,
4070435108,5/28/2026 10:57:36 AM,Woodmark Custom,,Etsy,7.26,7.26,47.70,40.44,0.00,47.70,1,
4070444910,5/28/2026 11:08:09 AM,Woodmark Custom,,Etsy,5.97,8.13,18.89,9.99,0.77,18.89,1,
4070491750,5/28/2026 11:57:49 AM,YemlihaDesign,,Etsy,6.24,6.24,21.86,14.10,1.52,21.86,1,
4070488814,5/28/2026 11:54:45 AM, Velvet Whiskey Design,,Etsy,16.89,17.47,169.33,139.20,12.38,169.05,1,
4070496582,5/28/2026 12:03:03 PM,Etched Elegance Shop,,Etsy,7.26,14.06,127.28,107.52,5.70,127.28,6,
4070496422,5/28/2026 12:02:51 PM,Etched Elegance Shop,,Etsy,15.75,23.69,113.29,89.60,0.00,113.29,5,
4075535097,5/28/2026 12:32:20 PM,Custom Gift by FTM,,Etsy,5.40,0.00,25.68,24.22,1.46,25.68,1,
4070513900,5/28/2026 12:21:21 PM, Velvet Whiskey Design,,Etsy,6.80,6.80,28.47,19.14,2.53,28.47,1,
4070501630,5/28/2026 12:08:17 PM,Devran Custom Design,,Etsy,5.17,5.17,27.89,20.90,1.82,27.89,1,
4070532902,5/28/2026 12:41:00 PM,Devran Custom Design,,Etsy,6.37,6.37,23.93,15.74,1.82,23.93,1,
4075534101,5/28/2026 12:31:14 PM,Etched Elegance Shop,,Etsy,12.34,20.86,206.53,173.34,12.33,206.53,1,
4070551274,5/28/2026 1:00:32 PM,YemlihaDesign,,Etsy,6.17,6.65,33.85,25.06,2.14,33.85,1,
4075552847,5/28/2026 12:53:17 PM,YemlihaDesign,,Etsy,6.37,6.37,32.87,23.82,2.68,32.87,1,
4070590610,5/28/2026 1:41:25 PM,Woodmark Custom,,Etsy,9.06,9.06,70.58,56.90,4.62,70.58,1,
4075600169,5/28/2026 1:49:28 PM,Etched Elegance Shop,,Etsy,7.26,8.61,36.76,25.43,2.72,36.76,1,
4075632535,5/28/2026 2:26:38 PM,Etched Elegance Shop,,Etsy,6.95,8.13,30.10,19.93,2.04,30.10,1,
4075646235,5/28/2026 2:42:03 PM,Devran Custom Design,,Etsy,9.54,11.67,86.74,68.40,6.67,86.74,6,
4070606192,5/28/2026 1:57:47 PM,Etched Elegance Shop,,Etsy,10.04,12.40,105.06,83.60,8.78,104.78,4,
4070607970,5/28/2026 1:59:33 PM,Devran Custom Design,,Etsy,5.40,5.40,23.11,16.15,1.56,23.11,1,
4070603942,5/28/2026 1:55:25 PM,Etched Elegance Shop,,Etsy,10.12,26.58,248.57,207.92,14.07,248.57,4,
4070640064,5/28/2026 2:32:27 PM,Devran Custom Design,,Etsy,6.17,6.17,23.63,15.97,1.49,23.63,1,
4070618876,5/28/2026 2:10:40 PM,Devran Custom Design,,Etsy,5.48,5.48,23.09,16.15,1.46,23.09,1,
4070661460,5/28/2026 2:53:54 PM,Custom Gift by FTM,,Etsy,5.28,0.00,25.50,24.22,1.28,25.50,1,
4075669385,5/28/2026 3:08:42 PM,Etched Elegance Shop,,Etsy,6.37,8.61,31.94,20.90,2.43,31.94,1,
4070678650,5/28/2026 3:11:36 PM,YemlihaDesign,,Etsy,8.13,11.67,41.74,28.37,1.70,41.74,1,
4075670513,5/28/2026 3:09:58 PM,YemlihaDesign,,Etsy,8.13,11.67,37.46,23.47,2.32,37.46,1,
4070672688,5/28/2026 3:05:07 PM,YemlihaDesign,,Etsy,6.37,6.37,31.50,23.82,1.31,31.50,1,
